ori,ori9,fips_state_county_code,crosswalk_agency_name,census_name
OH03507,NA,39069,Malinta Police Department,NANA
OH03606,NA,39071,Mowrystown Village Police Department,NANA
OH03703,NA,39073,Murray City Police Department,NANA
OH03804,NA,39075,Killbuck Police Department,NANA
OH03806,NA,39075,Nashville Police Department,NANA
OH04003,NA,39079,Coalton Police Department,NANA
OH04110,NA,39081,Bloomingdale Village Police Department,NANA
OH04115,NA,39081,New Alexandria Police Department,NANA
OH04117,NA,39081,Richmond Police Department,NANA
OH04119,NA,39081,Stratton Police Department,NANA
OH04120,NA,39081,Tiltonsville Police Department,NANA
OH04106,NA,39081,Yorkville Police Department,NANA
OH04303,NA,39085,Grand River Police Department,NANA
OH04315,NA,39085,Lakeline Police Department,NANA
OH04406,NA,39087,Proctorville Police Department,NANA
OH04504,NA,39089,Hartford Village Police Department,NANA
OH04512,NA,39089,St Louisville Police Department,NANA
OH04606,NA,39091,Lakeview Police Department,NANA
OH04615,NA,39091,Stokes Township (logan County) Police Department,NANA
OH04710,NA,39093,Grafton Police Department,NANA
OH04714,NA,39093,Sheffield Police Department,NANA
OH04715,NA,39093,South Amherst Police Department,NANA
OH04821,NA,39095,Harding Township Police Department,NANA
OH04814,NA,39095,Medical College Of Ohio Police,NANA
OH04812,NA,39095,Whitehouse Police Department,NANA
OH05103,NA,39101,Green Camp Police Department,NANA
OH05507,NA,39109,Fletcher Police Department,NANA
OH05508,NA,39109,Laura Police Department,NANA
OH05510,NA,39109,Pleasant Hill Police Department,NANA
OH05511,NA,39109,Potsdam Police Department,NANA
OH05717,NA,39113,Clayton Police Department,NANA
OH05721,NA,39113,Phillipsburg Police Department,NANA
OH05732,NA,39113,Five Rivers Metro Park District Rangers,NANA
OH06002,NA,39119,Dresden Police Department,NANA
OH06103,NA,39121,Belle Valley Police Department,NANA
OH06214,NA,39123,Carroll Township Police Department,NANA
OH06211,NA,39123,Danbury Township Police Department,NANA
OH06204,NA,39123,Elmore Police Department,NANA
OH06210,NA,39123,Harris Township Police Department,NANA
OH06207,NA,39123,Put Indiana Bay Police Department,NANA
OH06302,NA,39125,Antwerp Police Department,NANA
OH06304,NA,39125,Cecil Village Police Department,NANA
OH06306,NA,39125,Haviland Village Police Department,NANA
OH06307,NA,39125,Latty Village Police Department,NANA
OH06603,NA,39131,Piketon Police Department,NANA
OH06702,NA,39133,Garrettsville Police Department,NANA
OH06704,NA,39133,Mantua Police Department,NANA
OH06806,NA,39135,Lewisburg Police Department,NANA
OH06808,NA,39135,Verona Police Department,NANA
OH06903,NA,39137,Cloverdale Police Department,NANA
OH06904,NA,39137,Columbus Grove Police Department,NANA
OH06907,NA,39137,Village Of Fort Jennings Police Department,NANA
OH06909,NA,39137,Glandorf Police Department,NANA
OH06914,NA,39137,Pandora Police Department,NANA
OH07102,NA,39141,Adelphi Police Department,NANA
OH07209,NA,39143,Lindsey Police Department,NANA
OH07502,NA,39149,Anna Police Department,NANA
OH07503,NA,39149,Botkins Police Department,NANA
OH07613,NA,39151,Hills And Dales Police Department,NANA
OH07724,NA,39153,Twinsburg Township Police Department,NANA
OH07735,NA,39153,Summit Metro Park Rangers,NANA
OH07822,NA,39155,Johnston Township Police Department,NANA
OH07826,NA,39155,Kinsman Township Police Department,NANA
OH07810,NA,39155,West Farmington Police Department,NANA
OH07912,NA,39157,Baltic Village Police Department,NANA
OH07914,NA,39157,Village Of Port Washington Police Department,NANA
OH07915,NA,39157,Rosswell Police Department,NANA
OH07917,NA,39157,Stone Creek Police Department,NANA
OH07919,NA,39157,Tuscarawas Police Department,NANA
OH08102,NA,39161,Convoy Police Department,NANA
OH08105,NA,39161,Middle Point Police Department,NANA
OH08106,NA,39161,Ohio City Police Department,NANA
OH08203,NA,39163,Wilkesville Police Department,NANA
OH08305,NA,39165,Morrow Police Department,NANA
OH08504,NA,39169,Apple Creek Police Department,NANA
OH08603,NA,39171,Alvordton Police Department,NANA
OH08606,NA,39171,Edon Police Department,NANA
OH08608,NA,39171,Stryker Police Department,NANA
OH08705,NA,39173,Bairdstown Police Department,NANA
OH08709,NA,39173,Cygnet Police Department,NANA
OH08714,NA,39173,Jerry City Police Department,NANA
OH08725,NA,39173,West Millgrove Police Department,NANA
OK00705,NA,40013,Bennington Police Department,NANA
OK00805,NA,40015,Binger Police Department,NANA
OK00809,NA,40015,Cement Police Department,NANA
OK00811,NA,40015,Cyril Police Department,NANA
OK00812,NA,40015,Eakly Police Department,NANA
OK00814,NA,40015,Gracemont Police Department,NANA
OKTRIB3,NA,40017,Cheyenne/arapaho Tribal Police Department,NANA
OK01508,NA,40029,Tupelo Police Department,NANA
OK01602,NA,40031,Cache Police Department,NANA
OK01604,NA,40031,Elgin Police Department,NANA
OK01607,NA,40031,Geronimo Police Department,NANA
OKTRIB9,NA,40031,Comanche Tribal Police Department,NANA
OK01614,NA,40031,Sterling Police Department,NANA
OK01802,NA,40035,Big Cabin Police Department,NANA
OK01808,NA,40035,Welch Police Department,NANA
OK01905,NA,40037,Depew Police Department,NANA
OK01916,NA,40037,Central Oklahoma Area Technical School Police,NANA
OK02003,NA,40039,Arapaho Police Department,NANA
OK02004,NA,40039,Butler Police Department,NANA
OK02005,NA,40039,Custer City Police Department,NANA
OK02008,NA,40039,Thomas Police Department,NANA
OK02109,NA,40041,Kansas Police Department,NANA
OK02301,NA,40045,Arnett Police Department,NANA
OK02303,NA,40045,Fargo Police Department,NANA
OK02304,NA,40045,Gage Police Department,NANA
OK02406,NA,40047,Covington Police Department,NANA
OK02410,NA,40047,Garber Police Department,NANA
OK02604,NA,40051,Alex Police Department,NANA
OK02616,NA,40051,Verden Police Department,NANA
OK02705,NA,40053,Manchester Police Department,NANA
OK02706,NA,40053,Medford Police Department,NANA
OK02709,NA,40053,Pond Creek Police Department,NANA
OK02712,NA,40053,Wakita Police Department,NANA
OK03302,NA,40065,Blair Marshals Office,NANA
OK03305,NA,40065,Eldorado Police Department,NANA
OK03311,NA,40065,Olustee Police Department,NANA
OK03409,NA,40067,Ryan Police Department,NANA
OK03703,NA,40073,Cashion Police Department,NANA
OK03704,NA,40073,Dover Police Department,NANA
OK03806,NA,40075,Lone Wolf Police Department,NANA
OK03908,NA,40077,Red Oak Police Department,NANA
OKTRIB7,NA,40081,Sac & Fox Nation Police Department,NANA
OK04212,NA,40083,Langston University Police,NANA
OK04520,NA,40089,Choctaw Tribal Police Department,NANA
OK04711,NA,40093,Ringwood Police Department,NANA
OK04903,NA,40097,Adair Police Department,NANA
OK04905,NA,40097,Disney Police Department,NANA
OK05103,NA,40101,Braggs Police Department,NANA
OK05120,NA,40101,Connors State College Police,NANA
OK05117,NA,40101,Webbers Falls Police Department,NANA
OK05202,NA,40103,Billings Police Department,NANA
OK05509,NA,40109,Arcadia Town Police Department,NANA
OK05530,NA,40109,Oklahoma City Community College Security,NANA
OK05528,NA,40109,Mid-del School District Police,NANA
OKTRIB6,NA,40111,Muscogee Creek Nation Police Department,NANA
OK05706,NA,40113,Avant Police Department,NANA
OK05806,NA,40115,Fairland Police Department,NANA
OK05808,NA,40115,North Miami Police Department,NANA
OK05811,NA,40115,Quapaw Police Department,NANA
OK05905,NA,40117,Jennings Police Department,NANA
OK06008,NA,40119,Ripley Police Department,NANA
OK06212,NA,40123,Roff Police Department,NANA
OK06303,NA,40125,Asher City Police Department,NANA
OKABLE0,NA,40125,Oklahoma Alcohol & Beverage Law Enforcement Commission,NANA
OK05526,NA,40125,Oklahoma Department Of Wildlife Conservation,NANA
OK06417,NA,40127,Rattan Police Department,NANA
OK06806,NA,40135,Gans Police Department,NANA
OK06809,NA,40135,Marble City Police Department,NANA
OK06911,NA,40137,Velma Police Department,NANA
OK07011,NA,40139,Tyrone Police Department,NANA
OK07102,NA,40141,Davidson Police Department,NANA
OK07215,NA,40143,Tulsa International Airport Police,NANA
OK07305,NA,40145,Okay Police Department,NANA
OK07509,NA,40149,Dill City Police Department,NANA
OK07615,NA,40151,Northwestern Oklahoma State University Police,NANA
OR00103,NA,41001,Huntington Police Department,NANA
OR01513,NA,41029,Southern Oregon State College Security,NANA
OR01604,NA,41031,Metolius Police Department,NANA
OR01603,NA,41031,Warm Springs Tribal Police Department,NANA
OROSP00,NA,41047,Oregon State Police,NANA
OR02613,NA,41051,Portland School Police,NANA
OR03501,NA,41069,Fossil Police Department,NANA
PA00119,NA,42001,Abbottstown Boro-hamilton Township Police Department,NANA
PA00116,NA,42001,Bonneauville Boro Police Department,NANA
PA00113,NA,42001,Reading Township (adams County) Police Department,NANA
PA00237,NA,42003,Pittsburgh Housing Authority Police,NANA
PA00328,NA,42005,Elderton Boro (armstrong County) Police Department,NANA
PA00317,NA,42005,Armstrong County Detective Bureau,NANA
PA00437,NA,42007,Hanover Township (beaver County) Police Department,NANA
PA00633,NA,42011,Centre Township (berks County) Police Department,NANA
PA00656,NA,42011,Upper Bern Township Police Department,NANA
PA00809,NA,42015,Ridgebury Township Police Department,NANA
PA00810,NA,42015,Wyalusing Boro Police Department,NANA
PA00811,NA,42015,Bradford County Detective Bureau,NANA
PA00954,NA,42017,Bucks County Park Rangers,NANA
PA01024,NA,42019,Franklin Township (butler County) Police Department,NANA
PA01141,NA,42021,Summerhill Boro (cambria County) Police Department,NANA
PA01151,NA,42021,Cambria County Detective Bureau,NANA
PA01314,NA,42025,Carbon County Detective Bureau,NANA
PA01558,NA,42029,Modena Boro Police Department,NANA
PA01817,NA,42035,Chapman Township (clinton County) Police Department,NANA
PA01823,NA,42035,Loganton Boro (clinton County) Police Department,NANA
PA02233,NA,42043,Pennsylvania Game Commission-law Enforcement,NANA
PA02633,NA,42051,Ohiopyle Boro Police Department,NANA
PA02629,NA,42051,Wharton Township (fayette County) Police Department,NANA
PA02621,NA,42051,Fayette County Detective Bureau,NANA
PA02703,NA,42053,Tionesta Boro Police Department,NANA
PA03003,NA,42059,Greene County Detective Bureau,NANA
PA03208,NA,42063,Conemaugh Township (indiana County) Police Department,NANA
PA03209,NA,42063,Indiana County Detective Bureau,NANA
PA03532,NA,42069,Glenburn Township Police Department,NANA
PA03536,NA,42069,Jefferson Township (lackawanna County) Police Department,NANA
PA03537,NA,42069,Penn State University-worthington/scranton Police,NANA
PA03649,NA,42071,Bart Township Police Department,NANA
PA03710,NA,42073,Wayne Township (lawrence County) Police Department,NANA
PA03712,NA,42073,Lawrence County Detective Bureau,NANA
PA03815,NA,42075,North Annville Township Police Department,NANA
PA04074,NA,42079,Laurel Run Boro Police Department,NANA
PA04036,NA,42079,Ross Township (luzerne County) Police Department,NANA
PA04072,NA,42079,Penn State University-wilkes Barre Police,NANA
PA04117,NA,42081,Muncy Township Police Department,NANA
PA04107,NA,42081,Pennsylvania College Of Technology Police,NANA
PA04216,NA,42083,Corydon Township Police Department,NANA
PA04214,NA,42083,Hamilton Township (mckean County) Police Department,NANA
PA04210,NA,42083,Otto Township Police Department,NANA
PA04317,NA,42085,Mercer County Detective Bureau,NANA
PA04510,NA,42089,Monroe County Detective Bureau,NANA
PA04645,NA,42091,Schwenksville Boro Police Department,NANA
PA04662,NA,42091,Penn State University-ogontz Police,NANA
PA04660,NA,42091,Upper Perk Regional Police Department,NANA
PA04830,NA,42095,Northampton County Detective Bureau,NANA
PA04917,NA,42097,Northumberland County Detective Bureau,NANA
PA05009,NA,42099,Bloomfield Boro Police Department,NANA
PA05008,NA,42099,Greenwood Township (perry County) Police Department,NANA
PA05010,NA,42099,Millerstown Boro (perry County) Police Department,NANA
PA05113,NA,42101,Philadelphia Housing Authority Police,NANA
PA05106,NA,42101,Temple University Security,NANA
PA05103,NA,42101,Philadelphia Detective Bureau,NANA
PA05107,NA,42101,Southeastern Pennsylvania Transportation Authority,NANA
PA05504,NA,42109,Snyder County Detective Bureau,NANA
PA05614,NA,42111,Shade Township Police Department,NANA
PA05624,NA,42111,Stoystown Boro Police Department,NANA
PA05615,NA,42111,Somerset County Detective Bureau,NANA
PA05816,NA,42115,Thompson Boro Police Department,NANA
PA05809,NA,42115,Susquehanna County Detective Bureau,NANA
PA05905,NA,42117,Knoxville Boro (tioga County) Police Department,NANA
PA05908,NA,42117,Tioga County Detective Bureau,NANA
PA06207,NA,42123,Warren County Detective Bureau,NANA
PA06353,NA,42125,Jefferson Township (washington County) Police Department,NANA
PA06343,NA,42125,Washington County Detective Bureau,NANA
PA06550,NA,42129,Oklahoma Boro Police Department,NANA
PA06542,NA,42129,West Leechburg Boro Police Department,NANA
PA06610,NA,42131,Exeter Township (wyoming County) Police Department,NANA
PA06613,NA,42131,Noxen Township Police Department,NANA
PA06739,NA,42133,Heidelberg Township (york County) Police Department,NANA
PA06749,NA,42133,Manheim Township (york County) Police Department,NANA
PA06751,NA,42133,North Hopewell Township Police Department,NANA
RI00511,NA,44007,Rhode Island College Campus Security,NANA
RITRIB1,NA,44009,Narragansett Tribal Police Department,NANA
SC01014,NA,45019,Charleston County School District Security,NANA
SC04005,NA,45079,South Carolina Department Of Natural Resources,NANA
SC04024,NA,45079,South Carolina State Comm Of Forestry,NANA
SD00405,NA,46009,Tabor Police Department,NANA
SDTRIB2,NA,46017,Crow Creek Tribal Police Department,NANA
SD01001,NA,46021,Herreid Police Department,NANA
SD01105,NA,46023,Geddes Police Department,NANA
SD01202,NA,46025,Clark Police Department,NANA
SDTRIB1,NA,46041,Cheyenne River Tribal Police Department,NANA
SD02003,NA,46041,Isabel Police Department,NANA
SD02301,NA,46047,Edgemont Police Department,NANA
SD02502,NA,46051,Big Stone Police Department,NANA
SD03001,NA,46061,Alexandria Police Department,NANA
SD03002,NA,46061,Emery Police Department,NANA
SD03601,NA,46073,Wessington Springs Police Department,NANA
SD03801,NA,46077,Desmet Police Department,NANA
SD03804,NA,46077,Lake Preston Police Department,NANA
SD04203,NA,46085,Kennebec Police Department,NANA
SD04701,NA,46095,White River Police Department,NANA
SD05202,NA,46105,Bison Police Department,NANA
SDTRIB3,NA,46113,Oglala Sioux Tribal Police Department,NANA
SDTRIB9,NA,46113,Porcupine Police Department,NANA
SD05901,NA,46119,Onida Police Department,NANA
SD06001,NA,46121,Mission Police Department,NANA
SD06102,NA,46123,Colome Police Department,NANA
SD06205,NA,46125,Marion City Police Department,NANA
SD06701,NA,46137,Dupree Police Department,NANA
TN00106,TN0010600,47001,Drug Task Force: 7th Judicial District,NANA
TN03504,NA,47069,Hornsby Police Department,NANA
TN04202,NA,47083,Tennessee Ridge Police Department,NANA
TN05505,NA,47109,Ramer Police Department,NANA
TX00306,NA,48005,Angelina College Police,NANA
TX00308,NA,48005,Angelina County - Pct 3 Constable Office,NANA
TX01001,NA,48019,Bandera Police Department,NANA
TX01003,NA,48019,Bandera County - Pct 2 Constable Office,NANA
TX01005,NA,48019,Bandera County - Pct 4 Constable Office,NANA
TX01416,NA,48027,Little River Academy Police Department,NANA
TX01406,NA,48027,Rogers Police Department,NANA
TX01533,NA,48029,Edgewood Independent School District Police,NANA
TX01506,NA,48029,Elmendorf City Police Department,NANA
TX01524,NA,48029,Grey Forest Police Department,NANA
TX01525,NA,48029,Harland Independent School District Security Guards,NANA
TX01536,NA,48029,Northside Independent School District Police,NANA
TX01532,NA,48029,San Antonio Independent School District Police,NANA
TX01537,NA,48029,San Antonio International Airport Police,NANA
TX01526,NA,48029,Bexar County - Pct 2 Constable Office,NANA
TX01529,NA,48029,Bexar County - Pct 5 Constable Office,NANA
TX01528,NA,48029,Bexar County - Pct 4 Constable Office,NANA
TX01541,NA,48029,Bexar County Hospital District Police,NANA
TX01902,NA,48037,Maud Police Department,NANA
TX01914,NA,48037,Texarkana Community College Police,NANA
TX01915,NA,48037,Texarkana Independent School District Police,NANA
TX02031,NA,48039,Holiday Lakes Police Department,NANA
TX02103,NA,48041,Brazos County - Pct 4 Constable Office,NANA
TX02108,NA,48041,Brazos County - Pct 7 Constable Office,NANA
TX02301,NA,48045,Silverton Police Department,NANA
TX02780,NA,48053,Burnet County - Pct 1 Constable Office,NANA
TX02709,NA,48053,Burnet County - Pct 2 Constable Office,NANA
TX03002,NA,48059,Cross Plains Police Department,NANA
TX03123,NA,48061,Harlingen International Airport Police,NANA
TX12406,NA,48061,Rancho Viejo Police Department,NANA
TX03504,NA,48069,Nazareth Police Department,NANA
TX04315,NA,48085,Collin County - Pct 2 Constable Office,NANA
TX04310,NA,48085,Collin County - Pct 1 Constable Office,NANA
TX04506,NA,48089,Colorado County - Pct 1 Constable Office,NANA
TX04602,NA,48091,Comal County - Pct 1 Constable Office,NANA
TX04605,NA,48091,Comal County - Pct 4 Constable Office,NANA
